"GEO_ID","NAME","S2801_C01_001E","S2801_C01_001M","S2801_C01_002E","S2801_C01_002M","S2801_C01_003E","S2801_C01_003M","S2801_C01_004E","S2801_C01_004M","S2801_C01_005E","S2801_C01_005M","S2801_C01_006E","S2801_C01_006M","S2801_C01_007E","S2801_C01_007M","S2801_C01_008E","S2801_C01_008M","S2801_C01_009E","S2801_C01_009M","S2801_C01_010E","S2801_C01_010M","S2801_C01_011E","S2801_C01_011M","S2801_C01_012E","S2801_C01_012M","S2801_C01_013E","S2801_C01_013M","S2801_C01_014E","S2801_C01_014M","S2801_C01_015E","S2801_C01_015M","S2801_C01_016E","S2801_C01_016M","S2801_C01_017E","S2801_C01_017M","S2801_C01_018E","S2801_C01_018M","S2801_C01_019E","S2801_C01_019M","S2801_C01_020E","S2801_C01_020M","S2801_C01_021E","S2801_C01_021M","S2801_C01_022E","S2801_C01_022M","S2801_C01_023E","S2801_C01_023M","S2801_C01_024E","S2801_C01_024M","S2801_C01_025E","S2801_C01_025M","S2801_C01_026E","S2801_C01_026M","S2801_C01_027E","S2801_C01_027M","S2801_C01_028E","S2801_C01_028M","S2801_C01_029E","S2801_C01_029M","S2801_C01_030E","S2801_C01_030M","S2801_C01_031E","S2801_C01_031M","S2801_C02_001E","S2801_C02_001M","S2801_C02_002E","S2801_C02_002M","S2801_C02_003E","S2801_C02_003M","S2801_C02_004E","S2801_C02_004M","S2801_C02_005E","S2801_C02_005M","S2801_C02_006E","S2801_C02_006M","S2801_C02_007E","S2801_C02_007M","S2801_C02_008E","S2801_C02_008M","S2801_C02_009E","S2801_C02_009M","S2801_C02_010E","S2801_C02_010M","S2801_C02_011E","S2801_C02_011M","S2801_C02_012E","S2801_C02_012M","S2801_C02_013E","S2801_C02_013M","S2801_C02_014E","S2801_C02_014M","S2801_C02_015E","S2801_C02_015M","S2801_C02_016E","S2801_C02_016M","S2801_C02_017E","S2801_C02_017M","S2801_C02_018E","S2801_C02_018M","S2801_C02_019E","S2801_C02_019M","S2801_C02_020E","S2801_C02_020M","S2801_C02_021E","S2801_C02_021M","S2801_C02_022E","S2801_C02_022M","S2801_C02_023E","S2801_C02_023M","S2801_C02_024E","S2801_C02_024M","S2801_C02_025E","S2801_C02_025M","S2801_C02_026E","S2801_C02_026M","S2801_C02_027E","S2801_C02_027M","S2801_C02_028E","S2801_C02_028M","S2801_C02_029E","S2801_C02_029M","S2801_C02_030E","S2801_C02_030M","S2801_C02_031E","S2801_C02_031M"
"0500000US42079","Luzerne County, Pennsylvania","128301","2438","111582","2824","88146","2868","7795","1126","98798","2940","14664","2158","70035","2792","1586","565","2931","984","0","177","16719","1615","105290","2694","1122","366","104168","2681","92512","2966","18639","1936","82163","2715","6977","1197","23011","1725","24132","2081","250","174","13759","1746","10123","1276","59992","2818","600","253","48324","2523","11068","1371","44177","2305","272","214","42085","2267","1820","542","(X)","(X)","87.0","1.3","68.7","1.9","6.1","0.9","77.0","1.6","11.4","1.7","54.6","2.0","1.2","0.4","2.3","0.8","0.0","0.1","13.0","1.3","82.1","1.3","0.9","0.3","81.2","1.4","72.1","1.8","14.5","1.5","64.0","1.7","5.4","0.9","17.9","1.3","(X)","(X)","1.0","0.7","57.0","4.5","41.9","4.5","(X)","(X)","1.0","0.4","80.6","2.0","18.4","2.1","(X)","(X)","0.6","0.5","95.3","1.3","4.1","1.2"
"0500000US42081","Lycoming County, Pennsylvania","44585","1610","39568","1587","33385","1719","3403","695","32546","1756","2976","783","27548","1625","1121","504","1057","371","0","177","5017","899","36666","1660","402","224","36264","1678","30053","1994","4179","903","29740","1842","3264","711","7919","1139","7914","1133","59","63","3668","872","4187","950","21366","1475","293","208","18211","1420","2862","652","15305","1450","50","46","14385","1333","870","364","(X)","(X)","88.7","1.9","74.9","3.2","7.6","1.6","73.0","2.7","6.7","1.7","61.8","3.0","2.5","1.1","2.4","0.8","0.0","0.3","11.3","1.9","82.2","2.4","0.9","0.5","81.3","2.4","67.4","3.3","9.4","2.0","66.7","3.1","7.3","1.6","17.8","2.4","(X)","(X)","0.7","0.8","46.3","9.0","52.9","9.0","(X)","(X)","1.4","1.0","85.2","2.9","13.4","2.9","(X)","(X)","0.3","0.3","94.0","2.2","5.7","2.2"
"0500000US42085","Mercer County, Pennsylvania","46809","1393","40032","1599","33107","1747","2958","592","34929","1554","3638","1048","26552","1666","427","221","699","278","16","27","6777","1079","38213","1582","388","259","37825","1565","31551","1567","5180","1005","30963","1734","1949","409","8596","1166","9518","1087","43","43","6361","1164","3114","608","23398","1477","215","168","19173","1545","4010","902","13893","1250","130","177","12291","1106","1472","688","(X)","(X)","85.5","2.3","70.7","3.0","6.3","1.2","74.6","2.6","7.8","2.2","56.7","3.3","0.9","0.5","1.5","0.6","0.0","0.1","14.5","2.3","81.6","2.4","0.8","0.6","80.8","2.4","67.4","2.8","11.1","2.1","66.1","3.3","4.2","0.9","18.4","2.4","(X)","(X)","0.5","0.5","66.8","6.9","32.7","6.8","(X)","(X)","0.9","0.7","81.9","3.8","17.1","3.8","(X)","(X)","0.9","1.3","88.5","4.7","10.6","4.5"
"0500000US42089","Monroe County, Pennsylvania","55109","2594","51142","2750","45445","2477","3429","1000","45751","2595","2868","992","35611","2606","500","328","1431","575","0","177","3967","1088","48195","2803","354","262","47841","2759","42749","2716","3707","1119","40866","2930","5504","1216","6914","1360","7894","1662","0","177","5739","1523","2155","855","23855","2180","231","221","19925","2011","3699","975","23360","2022","123","157","22177","1969","1060","503","(X)","(X)","92.8","2.0","82.5","2.9","6.2","1.8","83.0","2.4","5.2","1.7","64.6","3.6","0.9","0.6","2.6","1.0","0.0","0.2","7.2","2.0","87.5","2.5","0.6","0.5","86.8","2.4","77.6","2.7","6.7","2.0","74.2","3.4","10.0","2.1","12.5","2.5","(X)","(X)","0.0","1.6","72.7","10.2","27.3","10.2","(X)","(X)","1.0","0.9","83.5","3.7","15.5","3.8","(X)","(X)","0.5","0.7","94.9","2.1","4.5","2.1"
"0500000US42091","Montgomery County, Pennsylvania","313336","2722","297278","3456","271697","3709","13201","1588","274101","3534","12460","2109","226229","4653","3339","727","7776","1154","82","135","16058","1994","287407","3489","403","238","287004","3455","264499","3573","21336","1840","262092","3810","8172","1567","25929","2336","26452","2448","46","75","17341","2173","9065","1575","104676","4029","279","193","91811","3918","12586","1587","182208","4115","78","112","177852","3978","4278","970","(X)","(X)","94.9","0.6","86.7","0.9","4.2","0.5","87.5","0.7","4.0","0.7","72.2","1.3","1.1","0.2","2.5","0.4","0.0","0.1","5.1","0.6","91.7","0.7","0.1","0.1","91.6","0.7","84.4","0.9","6.8","0.6","83.6","0.8","2.6","0.5","8.3","0.7","(X)","(X)","0.2","0.3","65.6","5.2","34.3","5.3","(X)","(X)","0.3","0.2","87.7","1.5","12.0","1.5","(X)","(X)","0.0","0.1","97.6","0.5","2.3","0.5"
"0500000US42095","Northampton County, Pennsylvania","114996","1756","103676","2343","90104","2640","5903","937","93372","2575","6940","1106","71497","2622","913","333","5289","1154","102","158","11320","1523","97169","2282","203","146","96966","2257","85283","2296","8708","1193","85430","2640","6584","1364","17827","1761","13024","1611","34","59","7406","1111","5584","1229","49837","2599","169","137","39426","2223","10242","1560","52135","2441","0","177","50134","2307","2001","604","(X)","(X)","90.2","1.3","78.4","1.9","5.1","0.8","81.2","1.6","6.0","1.0","62.2","2.1","0.8","0.3","4.6","1.0","0.1","0.1","9.8","1.3","84.5","1.5","0.2","0.1","84.3","1.5","74.2","1.6","7.6","1.0","74.3","2.0","5.7","1.2","15.5","1.5","(X)","(X)","0.3","0.5","56.9","6.8","42.9","6.7","(X)","(X)","0.3","0.3","79.1","2.7","20.6","2.7","(X)","(X)","0.0","0.2","96.2","1.1","3.8","1.1"
"0500000US42097","Northumberland County, Pennsylvania","38816","1175","32302","1450","25779","1475","2558","508","27900","1369","4140","896","20096","1374","691","269","872","454","40","68","6514","1069","30276","1347","215","147","30061","1320","26531","1307","4835","829","23549","1332","1894","515","8540","1027","8033","1078","45","72","4111","865","3877","785","18671","1249","143","120","14574","1050","3954","689","12112","1046","27","33","11376","1118","709","307","(X)","(X)","83.2","2.7","66.4","3.4","6.6","1.3","71.9","2.8","10.7","2.2","51.8","3.4","1.8","0.7","2.2","1.2","0.1","0.2","16.8","2.7","78.0","2.6","0.6","0.4","77.4","2.5","68.4","2.6","12.5","2.0","60.7","3.1","4.9","1.3","22.0","2.6","(X)","(X)","0.6","0.9","51.2","7.9","48.3","7.9","(X)","(X)","0.8","0.6","78.1","3.1","21.2","3.1","(X)","(X)","0.2","0.3","93.9","2.6","5.9","2.6"
"0500000US42101","Philadelphia County, Pennsylvania","608233","5554","535555","6356","418611","8103","22311","2464","494967","6574","75874","5753","334176","7031","6329","1296","11811","2020","71","122","72678","3379","486549","6787","1264","550","485285","6817","436907","7148","73526","4826","400828","8846","35402","3635","121684","5836","155095","6393","447","369","94445","5180","60203","3830","266532","7089","753","447","214336","7148","51443","4163","186606","6362","64","81","176504","5822","10038","1799","(X)","(X)","88.1","0.6","68.8","1.1","3.7","0.4","81.4","0.7","12.5","0.9","54.9","1.1","1.0","0.2","1.9","0.3","0.0","0.1","11.9","0.6","80.0","0.9","0.2","0.1","79.8","0.9","71.8","1.0","12.1","0.8","65.9","1.4","5.8","0.6","20.0","0.9","(X)","(X)","0.3","0.2","60.9","2.0","38.8","2.0","(X)","(X)","0.3","0.2","80.4","1.5","19.3","1.5","(X)","(X)","0.0","0.1","94.6","0.9","5.4","0.9"
"0500000US42107","Schuylkill County, Pennsylvania","58458","1601","48816","1598","41113","1581","4209","748","41213","1735","4352","1039","30474","1660","859","437","899","348","0","177","9642","1193","45431","1751","190","113","45241","1730","37193","1691","5079","825","37515","1733","2993","691","13027","1713","12162","1369","32","44","6899","1153","5231","1079","28630","1699","158","105","21639","1743","6833","1056","17666","1412","0","177","16703","1324","963","404","(X)","(X)","83.5","1.9","70.3","2.4","7.2","1.3","70.5","2.2","7.4","1.7","52.1","2.5","1.5","0.7","1.5","0.6","0.0","0.2","16.5","1.9","77.7","2.7","0.3","0.2","77.4","2.7","63.6","2.5","8.7","1.4","64.2","2.6","5.1","1.2","22.3","2.7","(X)","(X)","0.3","0.4","56.7","7.3","43.0","7.3","(X)","(X)","0.6","0.4","75.6","3.5","23.9","3.6","(X)","(X)","0.0","0.7","94.5","2.2","5.5","2.2"
"0500000US42111","Somerset County, Pennsylvania","28796","1255","23338","1398","19502","1311","2493","480","19315","1387","1761","471","15703","1306","529","234","424","223","13","14","5458","826","21702","1368","157","95","21545","1392","17485","1281","3604","692","16029","1291","1997","530","7094","953","4591","744","28","47","1908","517","2655","554","15196","1255","129","88","11429","1184","3638","691","9009","921","0","177","8208","878","801","273","(X)","(X)","81.0","2.9","67.7","3.2","8.7","1.7","67.1","3.0","6.1","1.6","54.5","3.6","1.8","0.8","1.5","0.8","0.0","0.1","19.0","2.9","75.4","3.2","0.5","0.3","74.8","3.2","60.7","3.1","12.5","2.3","55.7","3.7","6.9","1.8","24.6","3.2","(X)","(X)","0.6","1.0","41.6","8.6","57.8","8.4","(X)","(X)","0.8","0.6","75.2","4.2","23.9","4.2","(X)","(X)","0.0","1.4","91.1","2.9","8.9","2.9"
"0500000US42125","Washington County, Pennsylvania","85835","1617","76469","1806","64066","1957","4352","805","67903","1872","7093","1152","53961","1882","1144","434","1106","358","10","17","9366","1059","73135","1901","588","360","72547","1865","63675","1835","11659","1647","57754","1913","4356","761","12700","1362","11545","1330","107","158","6166","876","5272","965","38311","1818","295","239","31816","1838","6200","1090","35979","2026","186","252","34565","1883","1228","424","(X)","(X)","89.1","1.2","74.6","2.0","5.1","0.9","79.1","1.5","8.3","1.3","62.9","2.0","1.3","0.5","1.3","0.4","0.0","0.1","10.9","1.2","85.2","1.6","0.7","0.4","84.5","1.6","74.2","1.6","13.6","1.9","67.3","2.1","5.1","0.9","14.8","1.6","(X)","(X)","0.9","1.4","53.4","5.7","45.7","5.6","(X)","(X)","0.8","0.6","83.0","2.8","16.2","2.8","(X)","(X)","0.5","0.7","96.1","1.3","3.4","1.1"
"0500000US42129","Westmoreland County, Pennsylvania","150368","2541","134120","2668","115450","2605","10098","1381","115445","2720","10727","1474","89627","2715","2444","549","2974","760","61","80","16248","1581","126557","2430","675","281","125882","2416","105450","2697","14405","1832","108242","2558","5684","1034","23811","1926","21042","1796","158","177","12002","1412","8882","1298","70450","2959","390","239","57514","2812","12546","1408","58876","2715","127","121","56366","2685","2383","652","(X)","(X)","89.2","1.0","76.8","1.5","6.7","0.9","76.8","1.3","7.1","0.9","59.6","1.7","1.6","0.4","2.0","0.5","0.0","0.1","10.8","1.0","84.2","1.2","0.4","0.2","83.7","1.2","70.1","1.5","9.6","1.2","72.0","1.5","3.8","0.7","15.8","1.2","(X)","(X)","0.8","0.8","57.0","4.8","42.2","4.8","(X)","(X)","0.6","0.3","81.6","1.9","17.8","1.9","(X)","(X)","0.2","0.2","95.7","1.1","4.0","1.1"
"0500000US42133","York County, Pennsylvania","173958","2155","157877","2786","132650","3033","8322","1140","143224","2726","13939","1841","112437","3177","1992","685","3692","858","75","125","16081","1855","146537","3205","952","403","145585","3089","130000","3184","19670","2093","120108","3445","7744","1383","27421","2472","21791","2244","124","128","13327","1662","8340","1637","78031","2792","459","233","61297","3101","16275","2182","74136","3274","369","250","70961","3156","2806","887","(X)","(X)","90.8","1.1","76.3","1.5","4.8","0.7","82.3","1.2","8.0","1.0","64.6","1.5","1.1","0.4","2.1","0.5","0.0","0.1","9.2","1.1","84.2","1.4","0.5","0.2","83.7","1.4","74.7","1.5","11.3","1.2","69.0","1.7","4.5","0.8","15.8","1.4","(X)","(X)","0.6","0.6","61.2","5.8","38.3","5.7","(X)","(X)","0.6","0.3","78.6","2.7","20.9","2.7","(X)","(X)","0.5","0.3","95.7","1.2","3.8","1.2"
"0500000US44003","Kent County, Rhode Island","69115","1534","62650","1986","55855","2413","3347","762","55987","2078","3514","1201","46151","2687","740","440","1515","671","0","220","6465","1270","59544","2304","70","116","59474","2320","51948","2333","4547","1118","54103","2633","1526","608","9571","1722","9002","1270","70","116","5449","1008","3483","961","29200","2292","0","220","24278","2205","4922","1396","30913","2309","0","220","29747","2314","1166","624","(X)","(X)","90.6","1.8","80.8","2.9","4.8","1.1","81.0","2.1","5.1","1.7","66.8","3.3","1.1","0.6","2.2","1.0","0.0","0.3","9.4","1.8","86.2","2.5","0.1","0.2","86.1","2.5","75.2","2.6","6.6","1.6","78.3","3.1","2.2","0.9","13.8","2.5","(X)","(X)","0.8","1.3","60.5","8.6","38.7","8.7","(X)","(X)","0.0","0.7","83.1","4.5","16.9","4.5","(X)","(X)","0.0","0.6","96.2","2.0","3.8","2.0"
"0500000US44005","Newport County, Rhode Island","34316","1563","31736","1625","28803","1680","2619","697","27588","1880","1303","643","22880","1712","374","302","1350","660","0","220","2580","616","30572","1640","193","238","30379","1659","26820","1781","2986","866","26770","1635","1828","640","3744","932","4284","1078","0","220","2732","818","1552","639","11868","1265","95","161","9921","1182","1852","580","18164","1661","98","171","17726","1660","340","290","(X)","(X)","92.5","1.8","83.9","3.1","7.6","2.1","80.4","3.1","3.8","1.9","66.7","3.9","1.1","0.9","3.9","1.9","0.0","0.6","7.5","1.8","89.1","2.6","0.6","0.7","88.5","2.8","78.2","3.2","8.7","2.4","78.0","3.7","5.3","1.8","10.9","2.6","(X)","(X)","0.0","4.6","63.8","11.8","36.2","11.8","(X)","(X)","0.8","1.4","83.6","4.6","15.6","4.6","(X)","(X)","0.5","0.9","97.6","1.8","1.9","1.6"
"0500000US44007","Providence County, Rhode Island","237038","3238","207634","3496","168688","4106","10561","1549","189910","3636","20641","2176","140966","4023","2250","707","3965","985","66","79","29404","2761","196188","3845","289","202","195899","3820","175780","4295","27492","2322","162784","4055","9947","2190","40850","3496","47247","3575","53","90","27910","3184","19284","2557","99298","4632","103","120","80829","4556","18366","2502","90493","4226","133","144","87160","4007","3200","966","(X)","(X)","87.6","1.1","71.2","1.5","4.5","0.6","80.1","1.3","8.7","0.9","59.5","1.5","0.9","0.3","1.7","0.4","0.0","0.1","12.4","1.1","82.8","1.4","0.1","0.1","82.6","1.4","74.2","1.7","11.6","1.0","68.7","1.7","4.2","0.9","17.2","1.4","(X)","(X)","0.1","0.2","59.1","4.7","40.8","4.7","(X)","(X)","0.1","0.1","81.4","2.4","18.5","2.4","(X)","(X)","0.1","0.2","96.3","1.0","3.5","1.0"
"0500000US44009","Washington County, Rhode Island","47680","1937","45424","1868","41024","2060","2280","749","40575","1949","1411","750","35747","2070","830","432","1838","723","0","220","2256","819","44712","2080","65","110","44647","2077","39689","2144","3385","874","40810","1955","1309","648","2968","844","3614","945","65","110","2497","831","1052","511","16306","1880","0","220","14849","1812","1457","499","27760","1796","0","220","27301","1895","459","463","(X)","(X)","95.3","1.7","86.0","2.9","4.8","1.6","85.1","2.3","3.0","1.6","75.0","3.1","1.7","0.9","3.9","1.5","0.0","0.4","4.7","1.7","93.8","1.8","0.1","0.2","93.6","1.8","83.2","2.8","7.1","1.8","85.6","2.3","2.7","1.4","6.2","1.8","(X)","(X)","1.8","3.0","69.1","12.5","29.1","12.4","(X)","(X)","0.0","1.2","91.1","3.0","8.9","3.0","(X)","(X)","0.0","0.7","98.3","1.7","1.7","1.7"
"0500000US45003","Aiken County, South Carolina","68609","1761","61741","2254","48013","2543","2974","960","56754","2340","9572","1933","38601","2372","712","422","967","478","0","214","6868","1538","56970","2258","278","243","56692","2260","52879","2547","12048","1896","42536","2313","4309","1052","11639","1777","12676","2182","144","174","7717","1635","4815","1274","33033","2209","64","113","26971","2153","5998","1338","22900","2190","70","118","22004","2125","826","428","(X)","(X)","90.0","2.2","70.0","3.4","4.3","1.4","82.7","2.6","14.0","2.8","56.3","3.0","1.0","0.6","1.4","0.7","0.0","0.3","10.0","2.2","83.0","2.5","0.4","0.4","82.6","2.6","77.1","3.2","17.6","2.7","62.0","3.0","6.3","1.5","17.0","2.5","(X)","(X)","1.1","1.4","60.9","7.6","38.0","7.4","(X)","(X)","0.2","0.3","81.6","3.8","18.2","3.8","(X)","(X)","0.3","0.5","96.1","1.9","3.6","1.8"
"0500000US45007","Anderson County, South Carolina","78500","2174","70796","2466","54876","2710","3479","856","64777","2460","9135","1546","47834","2537","1106","485","1709","680","0","214","7704","1346","63815","2696","84","126","63731","2688","57787","2684","9873","1321","51228","2602","5029","1030","14685","1934","15973","1815","0","214","9810","1627","6163","1394","36572","2260","84","126","28848","2454","7640","1622","25955","1801","0","214","25073","1842","882","607","(X)","(X)","90.2","1.7","69.9","2.6","4.4","1.1","82.5","1.8","11.6","2.0","60.9","2.9","1.4","0.6","2.2","0.9","0.0","0.2","9.8","1.7","81.3","2.4","0.1","0.2","81.2","2.4","73.6","2.5","12.6","1.7","65.3","2.6","6.4","1.3","18.7","2.4","(X)","(X)","0.0","1.2","61.4","7.6","38.6","7.6","(X)","(X)","0.2","0.3","78.9","4.3","20.9","4.3","(X)","(X)","0.0","0.7","96.6","2.3","3.4","2.3"
"0500000US45013","Beaufort County, South Carolina","74679","2333","71091","2537","59795","2572","1926","731","66116","2558","6830","1573","53940","2648","1060","668","2050","722","73","121","3588","1281","67359","2627","39","66","67320","2629","60826","3058","6773","1442","58575","2566","5097","1272","7320","1553","8279","1584","0","214","5994","1421","2285","932","34444","2726","39","66","30186","2731","4219","1300","31956","2146","0","214","31140","2225","816","559","(X)","(X)","95.2","1.7","80.1","2.8","2.6","1.0","88.5","2.1","9.1","2.1","72.2","3.0","1.4","0.9","2.7","1.0","0.1","0.2","4.8","1.7","90.2","2.1","0.1","0.1","90.1","2.1","81.4","2.9","9.1","1.8","78.4","2.9","6.8","1.7","9.8","2.1","(X)","(X)","0.0","2.3","72.4","10.2","27.6","10.2","(X)","(X)","0.1","0.2","87.6","3.7","12.2","3.7","(X)","(X)","0.0","0.6","97.4","1.8","2.6","1.8"
"0500000US45015","Berkeley County, South Carolina","78168","1608","72804","1841","60738","2489","4282","1234","66474","2120","7980","1792","49511","2494","581","316","2007","660","0","214","5364","1117","65504","2192","79","105","65425","2199","59588","2399","7523","1298","54950","2322","5801","1192","12664","1947","9821","1374","0","214","6214","1294","3607","999","36507","2200","79","105","29595","2097","6833","1509","31840","2260","0","214","29616","2093","2224","951","(X)","(X)","93.1","1.4","77.7","2.6","5.5","1.6","85.0","2.1","10.2","2.3","63.3","3.0","0.7","0.4","2.6","0.8","0.0","0.2","6.9","1.4","83.8","2.4","0.1","0.1","83.7","2.4","76.2","2.7","9.6","1.7","70.3","2.5","7.4","1.5","16.2","2.4","(X)","(X)","0.0","1.9","63.3","9.2","36.7","9.2","(X)","(X)","0.2","0.3","81.1","3.8","18.7","3.8","(X)","(X)","0.0","0.6","93.0","2.9","7.0","2.9"
"0500000US45019","Charleston County, South Carolina","160457","3059","151084","3167","119649","3810","4461","925","142971","3465","23438","2786","85206","3874","1512","753","3308","912","104","170","9373","1831","134175","4019","319","267","133856","3995","125179","3960","25408","3221","104932","3601","8164","1505","26282","3293","22592","2634","160","184","14128","1903","8304","1851","68297","3919","71","116","54810","3867","13416","2284","69568","3293","88","112","64918","3453","4562","1520","(X)","(X)","94.2","1.1","74.6","2.0","2.8","0.6","89.1","1.5","14.6","1.7","53.1","2.3","0.9","0.5","2.1","0.6","0.1","0.1","5.8","1.1","83.6","2.0","0.2","0.2","83.4","2.0","78.0","2.1","15.8","2.0","65.4","1.9","5.1","0.9","16.4","2.0","(X)","(X)","0.7","0.8","62.5","6.2","36.8","6.1","(X)","(X)","0.1","0.2","80.3","3.2","19.6","3.2","(X)","(X)","0.1","0.2","93.3","2.1","6.6","2.2"
"0500000US45031","Darlington County, South Carolina","25308","1306","19772","1666","14170","1561","1408","650","17441","1650","3877","1103","11508","1522","441","346","669","383","0","214","5536","1155","16033","1610","92","115","15941","1584","12217","1514","3707","967","10034","1595","2257","805","9275","1397","7690","1385","50","89","2754","959","4886","1070","12232","1605","0","214","8629","1496","3603","999","5386","1016","42","74","4558","1069","786","430","(X)","(X)","78.1","4.6","56.0","5.3","5.6","2.5","68.9","5.2","15.3","4.3","45.5","5.4","1.7","1.4","2.6","1.5","0.0","0.7","21.9","4.6","63.4","5.3","0.4","0.5","63.0","5.2","48.3","5.5","14.6","3.8","39.6","5.9","8.9","3.1","36.6","5.3","(X)","(X)","0.7","1.2","35.8","9.7","63.5","9.8","(X)","(X)","0.0","1.5","70.5","7.5","29.5","7.5","(X)","(X)","0.8","1.4","84.6","8.3","14.6","8.3"
